trusted,category
tenho um excelente score um bom relacionamento com 4 bancos e me deram r 50 de limite no cartao de credito e me informaram que precisaria esperar 3 meses para alterarem o limite kkkkk estao de piada era melhor nem dar nada de limite e vi que e praxe darem 50 reais de limite para clientes novos realmente nao entendipois outro cartao me deu r 800000 de limite cancelei e nao recomendo a ninguem perda de tempo nubank,Limite de crédito
me enganei,Comentário detrator sem informação
pessimo,Comentário detrator sem informação
tenho essa conta desde 2019 e ate agora nao me deram um cartao de credito outro banco me deu como faco pra encerrar a conta,Difícil conseguir crédito
horrivel se for pra deixar 50 reais de limite por quase 5 mes melhor nem dar o cartao falta de respeito isso,Limite de crédito
aplicativo depois da ultima atualizacao nao esta abrindo,Problema de acesso
bom,Elogio
dou 1 estrela em relacao ao posicionamento do nubank diante dessa pandemia do corona virus sem humanidade e tremenda falta de compreensao,Outro
aplicativo nao esta funcionando corretamente,Aplicativo não funcional
so vou dar uma estrela pq estou fazendo depositos e meu cartao de credito nao aumenta o limite qdo peco diz q nao e possivel aumentar o limite minhas vendas no cartao do mercado pago nao faco mais transferencia recebi um cartao de outro banco c limite bom,Limite de crédito
aplicativo ta ruim ele trava semprena hora de sair do aplicativo ele nao ta querendo sair trava o aplicativonubank tem que fazer uma atualizacao melhor,Aplicativo não funcional
apos a ultima atualizacao nao consigo ver o historico de movimentacoes no aplicativo essas informacoes fica abaixo do saldo da conta lamentavel,Aplicativo não funcional
nao to conseguindo parcela minhas contas me ajudem por favor,Dúvida
eu fiz o meu tudo certinhocom todos meus documentosmas meu cartao n chegouja tem uns 04 meses,Cartão não chegou
ja faz 1 ano e meu cartao n chegou e vivo recebendo email pra mim pagar o boleto a unica opcao e ir pra justica banco caloteiro,Cartão não chegou
terrivel este banco e a pior roubada que voce pode entrar caso tenha que negociar a sua divida em momentos de crise como estamos agora eles nao flexibilizaram em nada mantiveram firmes a cobranca de juros e a entrada astronomica de um parcelamento indico a todos migrarem para outro banco digital que voces serao mais bem atendidos,Comentário detrator sem informação
recomendo,Elogio
bom,Elogio
pessimo encontrei outros que nos da melhores condicoes,Comentário detrator sem informação
pessimo antecipei o pagamento nunca constou ja fez um mes,Comentário detrator sem informação
fiz um deposito na conta e nao foi creditada na conta nubank com um boleto entao cancelei a conta nubank com faz para pegar meu dinheiro de volta o boleto que foi gerado para adicionar dinheiro a carteira foi pago,Depósito demora
pessimo juros exorbitantes propagandas enganosas e isentao em epoca de crise,Comentário detrator sem informação
diz que tem um cartao virtual e que posso usar antes do cartao fisico chegar so que pra mim nao aparece essa opcao,Sugestão de funcionalidade
ruim,Comentário detrator sem informação
na fotografia do documento pessoalpoderia dar a opcao de focar pois meu celular nao captura sem o foco e por isso nao consigo validar minha conta,Foto do documento
cai num golpe que estao dando em nome da nubank roubaram meu dinheiro entrei em contato com a equipe me falaram pra aguardar dois dias ja se passaram quatro agora nem acessar minha conta eu estou conseguindo ta dificil ainda nao me falaram oque vai acontecer se vao recuperar meu dinheiro ou conseguir pegar o golpista mas parece que nao porque o site aonde eu cai no golpe ainda esta online e o cara com certeza esta fazendo mais vitimas sempre gostei da nubank mas estou sem saber oque fazer,Comentário detrator sem informação
fiz meu cadastro fiz pedido do cartao gostaria de saber pq meu cartao nunca chegou ja fui varias vezes no correio,Cartão não chegou
nao sei por que mas nao abaixa de jeiot nenhum e tenho espaco suficiente no meu celular preciso desbloquear o cartao que chegou mas nao abaixaaaaa nubank arruma isso por favor,Comentário detrator sem informação
falta de sensibilidade em epoca de pandemia,Outro
um lixo de banco digital,Comentário detrator sem informação
meu codigo nao chega nenhuma das vezes q tentei,Problema com código no e-mail
meu codico nao esta caindo me ajudem,Problema com código no e-mail
ruim,Comentário detrator sem informação
nao consigo finaliza o cadrastro fica perdido o codigo mas nao chega no meu imail,Problema com código no e-mail
muito ruim tonu telefone do meu pai mais e ruiiiim,Comentário detrator sem informação
troquei de celular e nao estou conseguindo fazer login,Problema de acesso
acabei de criar minha conta na hora de tirar a foto do documento nao focava nos dados ficava tudo embasado a camera esta limpa tirei outras fotos fora do app da nubank e ficaram perfeitas e algum bugg do sistema,Foto do documento
bom,Elogio
paguei toda minha conta e cancelaram meu cartao sem meu consentimento nao querem reativar sem acordo nenhum revoltada muita falta de consideracao com o cliente,Bloqueio de conta
bom,Elogio
o app nao e compativel com zenfone a501 tenho 2 zenfone no entanto preciso de app nos dois e com um deles o app nao instala tem algum engenheiro de ti que faca com que esse app funcione no zenfone 5 na nubank uma estrela so quando tiver pra android do zenfone 5 a501 dou mais ate o samsung mini e compativel e o da asus nao e,Aplicativo não funcional
esta pessimo o aplicativo nao esta mais funcionando fica so carregando por um tempao e depois diz que nao tenho internet sendo que todos os outros aplicativos estao funcionando normalmente concertem isso eu nao sou o unico que esta com esse problema,Aplicativo não funcional
fiz uma conta mas nao me lembro da senho o que eu faco,Dúvida
decepcionado com a nubank me deram um cartao com limite baixo as vezes preciso compra as coisas e o limite e baixo pedem para pagar fatura adiantada para ter chances de aumento de limite e nunca aumentarecebo meu salario pela nu e guardo meu dinheiro la e nunca aumentam meu limite to desistindo obs tenho nome limpo e cartao de outro banco,Limite de crédito
ate agora minha experiencia esta horrivel estou tentando transferir um saldo 60 reais e sempre da erro com a selfie que e solicitada para fazer a movimentacao da conta e um valor baixo ate agora nao consegui resolver meu problema da sempre o mesmo problema ja conversei com o chat e nao obtive exito se me resolvessem meu problema eu daria 5 estrelas espero que alguem do suporte me ajude se estiverem vendo meu feedback sobre o aplicativo,Aplicativo não funcional
pior cartao que ja vi na vida em meio uma pandemia que muitas pessoas nao estao recebendo eu por exemplo estou tenta do conversar a respeito da fatura que nao estou recebendo nada a um mes e nao tenho previsao de voltar a receber e a unica coisa que sabem pedir e que pague o valor minimo e ainda me disseram que tinha que honrar com as dividas e pagar no dia certo em meio a uma pandemia onde milhares de pessoas estao ficando desempregadas e sem receber nada,Comentário detrator sem informação
por favor adicionem no aplicativo quando entrar pedir uma senha fica muito vulneravel deixar assim e tambem falta de privacidade,Sugestão de funcionalidade
otimo,Elogio
bom,Elogio
nao consigo acessar meu cartao meu cpf da invalido,Problema de acesso
pouco limite e nao consigo pedir almento de limite pq a opcao esta disabilitada,Limite de crédito
pessima experiencia fiz o pedido do cartao e veio com um limite de 5000 me diga o que eu faco com um cartao de credito com 50 00 de limite ridiculo isso fala serio e pelos comentarios nao terei aumento de limite ne entao desistir disso,Limite de crédito
experiencia decepcionante fiz o pedido do cartao e veio com um limite absurdo de 5000 gente pra que eu quero um cartao de credito com 5000 de limite nao da nem pra comprar pao o mes todo fala serio muita palhacada caiu no meu conceito ta e pelos comentarios posso esquecer que terei aumento de limite ne,Limite de crédito
meu aplicativo funcionava perfeitamente antes da atualizacao que teve dia 3 de marco o aplicativo parou de funcionar no meu celular nubia m2 lite e fica dando conflito e so baixa o nubank que meu celular fica louco e acabada travando tudo e o celular acaba desligando e quando desinstalar o aplicativo meu celular volta ao normal totalmente por favor resolva esse problema preciso usa meu aplicativo,Problema de acesso
falta liberar mais credito,Difícil conseguir crédito
meu cartao nunka veio,Cartão não chegou
no meu app nao aparece a funcao pra ativar o debito automatico no mais o app e otimo so corrijam isso,Sugestão de funcionalidade
bom,Elogio
ruim,Comentário detrator sem informação
boa noite eu nao estou conseguindo fazer o meu cartao,Problema no cadastro
eu coloco tudo o que eles pedem cpf nome completo email e aceito os termos de uso porem eles afirmam ter enviado um codigo para o email que eu coloquei mas quando abro a caixa de entrada caixa de spam ate mesmo a lixeira nao tem nada la ai clico na opcao de nao recebi o codigo e eles pedem para olhar a caixa de spam como eu ja avia olhado e dao a opcao de reenviar o codigo nova mente e tudo se repente fico chateado pois nao e a primeira vez que eu tento e o codigo nao chegaoq fazer,Problema com código no e-mail
nao estou conseguindo pagar minha fatura a funcao de gerar boleto nao aparece mais quando clico no valor da fatura na tela inicial ao inves disso o app abre um grafico das compras,Sugestão de funcionalidade
o banco tem funcoes escelente o problema e q nao libera um bom limite nem de debito muito menos de creditoo banco nao confia de nos liberar credito,Limite de crédito
nao consigo redefinir minha senha de 4 digitos e a que aparece nao da certo,Sugestão de funcionalidade
o codigo nunca chega pow,Problema com código no e-mail
nubank aplicativo apresentando defeito fiz uma transferencia paguei no dia nunca caiu na conta nubank quero que resolva isso mais rapido voce pagar um boleto nao consegui,Depósito demora
ruim muito ruim,Comentário detrator sem informação
nao consigo acessar,Problema de acesso
fiz atualizacao do app e agora nao funciona por favor arrumem esse bug pois tenho uma portabilidade do meu banco para o nubank meu celular e um zenfone 3s max asus,Aplicativo não funcional
apos a ultima atualizacao o app continua travado na tela inicial e consequentemente travando meu celular,Aplicativo não funcional
demorei pra preencher todos os dados na hora de bater a foto do documento simplesmente nao foca a camera parabens um lixo,Foto do documento
nao esta transferindo pagando boletos na verdade nenhuma funcao util esta disponivel,Aplicativo não funcional
legal app mais n cogui o cartao de credito,Difícil conseguir crédito
a qualidade da camera do app e muito ruim nao foca e as fotos dos documentos ficam pessimas como a camera do meu celular e muito boa penso que deve ser uma configuracao do proprio app eu ja fiz o deposito na minha conta no entanto nao consigo ver pq as fotos dos documentos nao estao conforme e nao consigo ativar a conta por favor arrumem isso o mais rapido possivel,Foto do documento
nao estou conseguindo criar uma conta o aplicativo nao envia o codigo,Problema com código no e-mail
poderia ter opcao de pagar boleto usando o cartao e nao so o saldo da conta,Sugestão de funcionalidade
bom dia gostei muito porem meu cartao ainda nao chegou sempre dar erro de endereco,Cartão não chegou
pessimo sem falar que esta beirando o fracasso,Comentário detrator sem informação
nao consigo entrar no app coloco cpf nome e login ai o app reinicia toda hora nao sei o que acontece isso ja faz duas semanas,Aplicativo não funcional
falta a opcao de carregar o bilhete unico atraves da nubank creio que voces vao conseguir,Sugestão de funcionalidade
quando resolverem o meu problema dou mais estrelas nao estou conseguindo assesar a minha conta de nenhuma forma,Problema de acesso
no aplicativo nao esta aparecendo a opcao pra pedir o cartao de debito por favor me ajudem,Sugestão de funcionalidade
eu nao estou conseguindo ativar o cartao nubank virtual para fazer compras online,Outro
o cartao e muito bom sem anuidade aplicativo legal mas so vou dar 3 estrelas devido o limite que eles me deram e nao aumenta desde que tenho o cartao a mais de 2 anos sendo que minha renda nao e compativel com limite minha renda e bem mais acima tenho um cartao da digio que o limite e 20 vezes mais bem alem dos 400 reais de limite da nubenk,Limite de crédito
o app e excelente porem me deu um prazo de entrega para meu cartao e ja passou do prazo e o meu cartao ainda nao chegou,Cartão não chegou
ja tenho a 7 meses o limite veio de 600 todos os meses estouro o mesmo e antecipo parcelas sempre pagando antes do dia mais nunca aumentam esse limite dai resolvi solicitar o digio e eles me deram um limite inicial de 1600 fiquei feliz mais desse nubank ja estou cansado pessimo cartao,Limite de crédito
o cartao e bom mas deixa a desejar em varios aspectos pago minha conta em dia antes do vencimento e ate agora nao aumentaram meu limite sem falar a demora para o dinheiro cair na conta quando recebo algum ted ou doc as vezes estou precisando do dinheiro naquele momento e tenho que esperar uns 3 dias para cair na conta e nao e a primeira vez que isso acontece e um transtorno desnecessario voces da equipe nubank deveriam melhorar nesse aspecto,Depósito demora
o aplicativo sempre foi otimo porem hoje comecou a dar problema nao consigo acessar minhas informacoes no app pois toda hora ele reinicia e pede meu cpf e minha senha do app arrumem por favor daqui a uma semana minha fatura vence e preciso de informacoes sobre a fatura,Aplicativo não funcional
agora o app simplesmente nao abre fica bugando toda vez q tento acessar,Aplicativo não funcional
nao estou conseguindo acessar o app ja atualizei desinstalei e instalei de novo ja reiniciei o celular e nada ele sempre pede pra eu logar toda hora e quando entro e vou mexer no app ele me desloga falando que nao tem como carregar os novos eventos o que ta acontecendo resolvam por favor,Problema de acesso
nao consigo acessar minha conta aparece a mensagem de que estou sem internet ja fiz de tudo e nao funcionou,Problema de acesso
nao estou conseguindo instalar o app pensei a principio que fosse espaco mas nao e ele baixa mas na hora de instalar da erro hoje no dia 10 de abril de 2020 consegui baixar e ja recebi meu cartao esta tudo certo exceto que quando pedi ajuda sobre uma questao para um atendente toda vez ficava mudando de pessoa e nunca foi resolvido meu poblema nem me dado o menor esclarecimento fora esse episodio que me deixou decepcionada o nubank e um otimo banco,Problema de acesso
nunca chegou meu cartao desse banco ja abri a conta tem uns 6 messo conversa fiada,Cartão não chegou
aplicativo rapido faz tudo que diz rapido e pratico mas na questao do cartao de credito pedem 3 meses bom que a gente pesquisa o cpf e estava sujo limpei esperei 3 meses dai solicitei novamente e me pediram mais 3 meses esperei e agora querem mais 3 so podem estar com preguica de analisar hoje mesmo quebrei e cancelei minha conta nao serei mais nubank uma grande falta de respeito com o consumidor,Difícil conseguir crédito
muito bom,Elogio
nao liberam cartao de credito,Difícil conseguir crédito
a camera desse app nao foca para tirar as fotos dos documentos,Foto do documento
e bom,Elogio
so abre com net muito boa extremamente injusto quando se trata da analise do cartao como explicar a pessoa que passou uns tres anos com umas 2 3 dividas no banco conseguir o cartao nubank na mesma hora que baixou o app logo depois de quitar a divida mas outra pessoa que ja teve cartao por anos com o nome limpo e com app a quase 1 ano e sempre com dinheiro na conta nao conseguir um cartao queria que alguem me explicasse isso de resto e perfeito mas a injustica e de dar desgosto,Difícil conseguir crédito
o aplicativo e otimo mas tem mais de 6 meses que o meu limite e 5000 peco para aumentarem o limite e nunca liberam o aumento sempre pago os boletos em dia pra ver se eles liberam e nada ate hj convenhamos q um cartao com limite de 5000 nn serve para nada,Limite de crédito
e incompreensivel que em meio as tecnologias digitais voces so consigam confirmar a conta por email nunca ouviram falar de smartphone sera que nao podem enviar codigo por eles quero pagar meu cartao de credito mas nao consigo pois tenho que esperar uma confirmacao que nunca chega no email para quem precisa de agilidade isso e simplesmente estar na era da maquina de escrever brincadeira,Problema com código no e-mail
muito burocratico,Comentário detrator sem informação
nubank eu tenho uma fatura pra pagar no valor de 257reais e nao tenho saldo pra pagala devido a pandemia muitos clientes estao demorando pagar e tambem nao tem nem como eu imprimir a fatura pra pagar pois nao a lugares abertos para imprimir a fatura ela venci dia 134 fiquei sabendo que o governo falou que nao vai ser cobrado por atraso q pode pagar no proximo mes dizem o que fazer preciso de ajuda,Comentário detrator sem informação
o app e bom a desvantagem e que e muito pesado ocupa muito espaco na memoria do celular deveriam pensar em uma versao com boa funcionalidade e bem mais leve,Comentário detrator sem informação
this app has stopped every timei cant use it,Outro
parou de funcionar apos a ultima atualizacao,Aplicativo não funcional
que saco nao consigo fazer login no aplicativo so tem a opcao de fazer um novo cadastro quando altero para mexico aparece a opcao de login mas nao vai,Problema de acesso
nao estou conseguindo baixar o aplicativo,Problema de acesso
nao consigo nem retirar meu dinheiro,Outro
um lixo de banco tudo demorado e nao trata as responsabilidades do cliente com prioridade como disse um lixo,Comentário detrator sem informação
nao consigo transferir nao me atende quero meu dinheiro banco desgracado,Aplicativo não funcional
atualizou e nao aparece na tela inicial o valor da fatura,Sugestão de funcionalidade
infelizmente o sistema e a conexao do app sao pessimos se arrumassem isso seria praticamente perfeito mas fica dificil um banco onde voce nao consegue ver seu historico por falta de conexao,Outro
o aplicativo funciona bem mas o banco e pessimo com um atendimento pessimo,Comentário detrator sem informação
fiz um deposito por boleto no valor de 700 reais vi q e ate 3 dias uteis amanha ja dia 7 e o vencimento do boleto espero que meu dinheiro caia logo,Depósito demora
troquei de celular e nao consigo mais entrar no aplicativo para acessar meu cartao ta uma porcaria esse aplicativo pois ja tem mais de um mes assim falam que mandarao o codigo no email e nao chega pede outro e nadanao tem opcao de logar para quem ja tem a conta,Problema de acesso
depois das ultimas atualizacoes o valor total da minha fatura nao aparece mais na tela inicial,Sugestão de funcionalidade
app avisa quando ha pendencia de pagamento toda hora chega notificacao mas ele nao avisa quando ha estorno de compras engracado ne,Sugestão de funcionalidade
o app nao esta mostrando mais o valor da fatura ja sai e entrei e desinstalei nada iphone 8,Aplicativo não funcional
valor da fatura nao esta aparecendo na tela principal tenho acesso a internet e app esta atualizado e ios,Aplicativo não funcional
me desculpem mas nao gostei da ultima atualizacao,Aplicativo não funcional
ridiculo como um banco que se diz digital sequer tem suporte ao apple pay cancelarei em breve e migrarei para um banco que tenha suporte existem cartoes como o credicard que tambem sao livres de anuidade,Sugestão de funcionalidade
esta muito ruim atrapalhando meus recebimentos,Depósito demora
pessimo app,Comentário detrator sem informação
estou tentando pegar minha fatura detalhada mas nao consigo foi feito um estorno um mes depois que a compra foi feita e nao aparece no app a data correta do estorno aparece que foi estornado no dia da compra eu estou precisando deste comprovante e nao tenho como pegar,Sugestão de funcionalidade
faz uns 4 anos que tento o cartao com a funcao credito e nunca disponibilizaram nem que seja um valor minimodentro desse tempo consegui no app da credicard e aqui nunca consigo e extremamente frustrantee falam que e um banco diferente sinceramente na pratica continua sendo um banco ate em relacao a horarios,Difícil conseguir crédito
apare assim esse app ja foi baixado agora ele baixara sem custos extra mais nao abaixa e nem abre por favor me ajudem,Aplicativo não funcional
o app nem esta funcionando no iphone 7 depois da ultima atualizacao,Aplicativo não funcional
depois da ultima atualizacao nao aparece mais o valor atual da fatura,Sugestão de funcionalidade
esta ultima atualizacao do app esta com problemas desde que atualizei o app que nao consigo entrar apenas diz que a conexao esta ruim e pede para tentar novamente em alguns instantes,Aplicativo não funcional
cara e incrivel a falta de empatia de voces respondo prontamente o email e ninguem me retornagostaria de parabenizalos pela falta de comprometimento em deixar a minha fatura vencer e eu pagar juros e nao poder pagar a minha fatura com o dinheiro que tenho em conta valor bloqueado por voces muito obrigado por pouco me ajudar nubankfacamos o seguinte apos a resolucao desse imbroglio vou cancelar o cartao infelizmente meu nome vai sujar e o culpa sao voces que sao altamente omissos e nao dao nenhuma solucao e triste pense nos seus clientes a gente que paga o seu salario infelizmente esse rotativo de hoje vai sujar o meu score do serasa muitissimo obrigado por nao entender o meu caso e se sujar com isso realmente nota 0 para a nubank e seu atendimento com o clientenao gosto disso porem parece ser a saida tentar achar alguma forma de acionar a nubank na justica por bloquear o meu suado dinheiro novamente obrigado por nada,Comentário detrator sem informação
app ocupando muito espaco nao poderiam otimizar isso no iphone se tem uns delays pra abrir a nuconta ou fazer opcoes de deposito etc consertem por favor,Aplicativo não funcional
nao tem funcoes de banco ate hoje banco nao sabe lidar com clientes que vivem no exterior,Comentário detrator sem informação
pessimo,Comentário detrator sem informação
depender de convite pra abrir uma conta e ridiculo e um tanto quanto seletista nao abrir conta em um banco por q consideram seu perfil fora dos padroes do banco faz dar e nojo desse banco espero q revejam essa forma de tratar as pessoas,Comentário detrator sem informação
a pior decisao tomada foi de remover a opcao de fazer cobrancas ou pedidos por link isso facilitava muito a utilizacao,Sugestão de funcionalidade
nova atualizacao em meu iphone nao estou conseguindo antecipar parcelas,Outro
achei pessima a mudanca da nuconta pra aparecer no card principal quando abre o app ainda mais sem uma opcao de configuracao como nos botoes de atalho eu sempre tive o cartao na pagina principal e 90 das vezes que abro o app e pra ver alguma coisa relativa ao cartao e nao a conta nao faz nenhum sentido essa mudanca,Sugestão de funcionalidade
ja estou pra fazer dois anos com o cartao de credito debito e conta porem ate hoje nunca tive o aumento de limite sempre dao a mesma resposta nao recomendo recentemente queria realizar uma compra onde queria utilizar meu cartao mas tive o pedido de aumento de limite negado duas vezes dentro de um periodo de 4 meses entao tive de utilizar o cartao do meu pai por conta disso estarei cancelando tudo dentro das proximas semanas e buscando a utilizacao do cartao de outros bancos,Limite de crédito
a ideia e excelente porem a falta de bom senso para atualizar o limite do cartao e gigantesca prometem aumentar o limite se vc permanece em dia porem ja tem anos que nunca aumentam o meu tinha vontade de concentrar minhas despesas e minhas rendas nesse cartao mas so me deram um limite absolutamente incompativel com minha renda me sinto enganado e nao indico para mais ninguem,Limite de crédito
o email de confirmacao nao chega,Problema com código no e-mail
por que raios o email do codigo nao chega que raiva viu,Problema com código no e-mail
depois da nova atualizacao estou ficando de saco cheio de uma notificacao para autorizar um dispositivo toda hora que acesso o app ai se nao aceito o dispositivo que estou usando e desautorizado e ai tenho que autorizar novamente estou com medo disso parece que o app nao esta seguro agora o que houve gente,Aplicativo não funcional
mas por favor se resolvam com a apple de colocar o cartao no wallet pra eu usar pagamentos por aproximacao sem estar com o cartao pq so consigo usar do itau por aproximacao no celular,Sugestão de funcionalidade
de todas as atualizacoes esta foi a pior que fizeram agora o aplicativo insiste em que desconectar cada vez que coloco o cpf e senha entra e aplicativo me desconecta e tenho que fazer toda a acao novamente e nao consigo utilizar nenhum recurso nem pagar arrumem isso por favor,Aplicativo não funcional
esse cartao me decepcionou demais 2 anos de uso e nao me auxilia em praticamente nada nao aumenta o limite de credito me impossibilita alguns saques diarios por isso migrei pro banco inter uso inter e recomendo 100 ja nubank nao posso falar o mesmo,Limite de crédito
o app e bacana o ruim e a demora pra cair na conta uma transferencia ou recebimento do dinheiro feito pelo boleto,Depósito demora
poderia ter a opcao de ativar e desativar cartao fisico assim como tem o bs2daria mais controle e seguranca sobre o cartao contactless,Sugestão de funcionalidade
kd o apple pay nubank so falta isso para ser o cartao perfeito rsrs,Sugestão de funcionalidade
so nao gostei da nova atualizacao pois nao tem a opcao de cobrar de resto continua muito bom,Sugestão de funcionalidade
falta suporte para ipad estou usando ele exclusivamente no ipad apesar de so ser disponivel versao iphone o app nao e ruim mas nao ajuda a falta desse recurso,Sugestão de funcionalidade
meu saldo praticamente nao esta rendendo este mes todo o valor esta indo para o iof,Comentário detrator sem informação
meu aplicativo nao aparece a funcao,Outro
a maior caracteristica do nubank sempre foi a simplicidade e um app facil de usarachei a versao atual muito cheia de coisa deixou de ser simples ficou cheia de telas muitos comandos pra alcancar um simples extrato do cartao ta parecendo app de banco comumpoderia tambem adicionar a opcao de reativar cartao para clientes que foram cancelados,Comentário detrator sem informação
pedi o meu ja faz um ano nao chegou ate hoje e paguei 2000 deus boleto que chegou no meu email e nao tive mais nenhum retorno desde entao,Cartão não chegou
nao consigo acessar minha conta pelo appunica opcao que tem e de se cadastrararrumem isso ai dou as 5 estrelas,Problema de acesso
pra quem se considera um banco digital acho muito fraco nao ter um app para ipad nao consegui entender,Comentário detrator sem informação
nao consigo de jeito nenhum baixar o aplicativo no meu celular arrumem isso por favor,Problema de acesso
agora falta fazer a fezinha e aumentar o limite dos cartoes do cliente vai que no 8 ano dar certo,Limite de crédito
que na verdade de privacidade nao tem nada simplesmente dao todos nossos dados pro governo sem motivo achei que eram um banco novo moderno seguro e principalmente privado porem com essas atitudes e so mais um vassalo do governo,Comentário detrator sem informação
um banco que se acha moderninho porem nao tem varias funcoes como pagamentos sem contato como applepay sempre tem que carregar o cartao fisico junto,Sugestão de funcionalidade
quando abro o aplicativo a nao aparece o botao solicitar a funcao debito como faco para adquirir,Sugestão de funcionalidade
essa porcaria depois da atualizacao nao entra mais fica pedindo pra entrar em contato toda hora que porcaria e essa,Problema de acesso
so eu nao consigo ter acesso com a nova atualizacao da erro e eu nao consigo acessar o app,Problema de acesso
aparentemente a nubank se acha importante demais para obedecer ao que e esperado por isso nem o delize da esquerda para voltar padrao no ios funcuona em seu appalem disso falta perceber que nao e mais uma empresa so de cartao que talvez o usuario queria ter a conta em pro meiro plabo ao inves dele muitos clicks desnecessarios pra simplesmente checar a conta,Sugestão de funcionalidade
o meu cartao de credito nao e aprovado e o meu score esta em alta muito triste,Difícil conseguir crédito
o app e muito ruim e uma casa que cresceu com varios puxadinhos muito dificil cobfuso de navegar e as descricoes de atualizacao anda por cima sao um monte de historinhas sem graca,Comentário detrator sem informação
nao consigo fazer minha conta,Problema no cadastro
nao consigo visualizar senha de 4 digitos so fica carregando e nao aparece mas nada,Sugestão de funcionalidade
recebi uma transferencia comprovante email do nubank porem o saldo nao aparece para movimentacoes corrijam isso urgente,Depósito demora
apos a ultima atualizacao aparece uma mensagem informando que o app nao esta mais compartilhado e direciona para appstore,Aplicativo não funcional
meu aplicativo nao esta abrindo por favor resolvam isso,Problema de acesso
no ipad 97 a interface desse app e simplesmente um coco a navegacao e desagradavel uma vez que a tela do app nao ocupa todo o espaco disponivel no display permanecendo diminuta e centralizada com um espacamento em fundo preto enorme ao redor e curioso que um banco com um batalhao de desenvolvedores a disposicao nao tenha competencia para fazer seu app funcionar como deveria em um dos dispositivos mais consolidados do mercado a navegacao ficou tao chata que mudei de banco depois de um tempo espelhemse no aplicativo do banco inter,Comentário detrator sem informação
nao estou conseguindo acessar o app,Problema de acesso
iphone 11 iso 135 app ver 7153ao tentar abrilo aparece a seguinte mensagem este app nao esta mais sendo compartilhado com voce para usalo e preciso que voce o compre na app store simplesmente nao abre por nada,Aplicativo não funcional
nao estou conseguindo mais baixar o aplicativo sera algum problema,Problema de acesso
depois desta ultima atualizacao nao funciona no iphone,Aplicativo não funcional
estou tentando acessar minha conta pelo app e aparece uma mensagem que fiz que esse app nao esta sendo compartilhado comigo e que preciso ver na app storeque fazer,Aplicativo não funcional
apos a ultima atualizacao o aplicativo parou de funcionar,Aplicativo não funcional
nao esta abrindo no iphone,Problema de acesso
ate ontem estava abrindo normal hoje ja nao esta abrindo mais aparece uma mensagem que esse app nao esta mais sendo compartilhado comigo nao entendo,Problema de acesso
o aplicativo nao esta abrindo no meu celular,Problema de acesso
fica pedindo pra mandar a foto toda hora do documento e nao aceita horrivel,Foto do documento
nao esta abrindo testou,Problema de acesso
abri a conta e fechei em 24 horas primeiro que ao abrir promete um cartao de credito depois da conta aberta vem a mensagem para obter o cartao de credito uma nova avaliacao dentro de 3 meses como se o tempo das pessoas nao fosse importa nao vale nada esse banco um lixo,Difícil conseguir crédito
al minuto que di mis datos me llego un correo rechazando la solicitud,Outro
estou a tempos tentando utilizar o app mas o memo trava e informa que o aparelho esta sem conexao esta pessimo resolvam isso por favor,Problema de acesso
nao consigo ver minha senha o meu cartao chegou hj e nada fica so rodado e nao aparece,Sugestão de funcionalidade
com a ultima atualizacao o aplicativo parou de funcionar sempre elogiei o nubank pela praticidade e simplicidade mas como usalo se nada no app funcionanao consigo pagar a fatura muito menos ver o saldo da conta por favor corrijam logo,Aplicativo não funcional
chega desse bla bla eu quero e escrito as mudancas que sao feitas em cada atualizacao quando e que voces vao mudar o tons de roxo desse app voce tao usando dois tons ta na hora de comecar a organizar esse app ta tudo baguncado padronizar os icones dentro do app ta na hora de uma nova tela inicial tudo agregado e nao separados em cads,Comentário detrator sem informação
o banco que eu tive a pior experiencia levando em situacao o estado em que o pais se encontra existem muitas pessoas com dividas pequenas que acabem virando uma bola de neve e crescendoa economia esta travada e o banco roxo nada faz para ajudar seus clientes exceto dar desculpas,Comentário detrator sem informação
eu tenho uma reclamacao quando algum cliente for antecipar alguma parcela do cartao usem uma linguagem mais facil para dizer que caso ele nao pague toda a fatura ele vai tomar no cu blz porque nubank e famoso por ser um banco moderno e nao um banco tradicional que e famoso por enrolar os clientes,Comentário detrator sem informação
gosto muito do app e do nubank no geral a unica coisa que me desagrada e me deixa com vontade de migrar para um bancao ou banco digital e que o nubank foca muito no mvp e demora demais a entregar coisas que facilitariam nossas vidas como debito automatico da propria fatura debito automatico de outras contas apple pay e samsung pay mais opcoes de investimentos acesso pelo computador outras faixas de cartao estao em pdf dentre outros eu nao sou a primeira e nem serei a ultima pessoa a pedir isso nubank ouca seus clientes por favor chegaram num patamar muito bom com mais de 20mm de contas mas e preciso inovar tem bancos que chegaram como banquinhos e hoje poucos meses depois oferecem muito mais do que voces abram os olhos s velocidade do mercado e impressionante estoy seriamente tentado a mudar de banco,Sugestão de funcionalidade
no cadastro ele pede o email e diz que vai mandar um codigo mas o problema e que esse codigo nunca chega que palhacada,Problema com código no e-mail
o meu app e o unico que nao aparece a funcao emprestimo e nao ha explicacao para isso,Sugestão de funcionalidade
nao estou conseguindo acessar o aplicativo fala que preciso verificar meus dados mas ja recebi email informando que a conta foi criada como resolver,Problema de acesso
